name,rating,comment,latitude,longitude
Unicorn,4.0,"This place is insane! 
My sister and I went on a Saturday night. The HUGE pro for me is no cover charge! I love going to themed bars and being able to walk...",47.6142899,-122.31757
Unicorn,4.0,"This place is always entertaining, no matter what the hour! We've come here on a couple occasions now - one time it was packed to the brim and the other...",47.6142899,-122.31757
Unicorn,4.0,"Unicorn is a great place to go with friends! I went with a couple of my friends a bit earlier in the evening on a Friday night, so finding seating wasn't...",47.6142899,-122.31757
Bar Vacilando,4.0,"I recently discovered Bar Vacilando in my neighborhood and had such an amazing experience! Let me tell you, this place is truly a hidden gem. From the...",47.62216,-122.31285
Bar Vacilando,4.0,"It's really hard to find a restaurant with a cute patio in Seattle, especially one that is all year round. Bar Vacilando is one of my favorite hidden gems...",47.62216,-122.31285
Bar Vacilando,4.0,"What a cute place - I would say ""cute, little place"", but this place is deceptively spacious!  

The interior is well decorated, and there is a heated,...",47.62216,-122.31285
Gold Bar Capitol Hill,4.0,"Gold Bar is an ambient + chic neighborhood bar and has a sizeable menu of boozy drinks and hearty food items! 

Last time I came here with friends, we also...",47.61760327774693,-122.3265992
Gold Bar Capitol Hill,4.0,The staff was very rude and abrupt. We sat at the bar for 20 minutes trying to order but we were always told the bartender was too busy to help us. Ended up...,47.61760327774693,-122.3265992
Gold Bar Capitol Hill,4.0,I was really excited to try out Gold Bar and was really pleased that they created such a great place.  This is in the location Dacha Diner used to be--but...,47.61760327774693,-122.3265992
Foreign National,4.5,"Finally got to try this place! The wait time is usually really bad since there aren't that many seats inside but we got here super early, at 6:30 pm. If you...",47.6142234802246,-122.327613830566
Foreign National,4.5,"To be honest I was underwhelmed because the place is so popular and highly-praised, but I did only try one drink so take it with a grain of salt. 

I got...",47.6142234802246,-122.327613830566
Foreign National,4.5,"Probably one of my favorite speakeasy bar with an extravagant menu! Went on a Saturday evening, so expect to wait outside for atleast 40 mins! Once we were...",47.6142234802246,-122.327613830566
Herb & Bitter Public House,4.0,"We had an excellent experience. The staff was all fantastic, especially Sonya! The restaurant is super vibey, but not too pretentious.

To start, I ordered...",47.6236381530762,-122.320594787598
Herb & Bitter Public House,4.0,Trip #2 fared far better than the first time around.  Not sure if it was the change in season or the items ordered but had a much better experience this...,47.6236381530762,-122.320594787598
Herb & Bitter Public House,4.0,Came here for Friday night dinner and drinks. We had a large group of 14 and they were able to accommodate a last minute reservation. It was pretty...,47.6236381530762,-122.320594787598
Inside Passage,4.0,"Fantastic little bar (inside a bar). Great menu & theming. Everyone was super nice. 

The drink I had (Inside Passage) was a great choice for me. Fruity and...",47.6137693,-122.3286286065755
Inside Passage,4.0,"What a fantastic venue! Such a fun experience at Inside Passage. 
Overall really enjoyed it here, but for the price it would not be a regular thing. Drinks...",47.6137693,-122.3286286065755
Inside Passage,4.0,I was excited to try this place because everyone I know on instagram has been raving about it and it looked pretty cool from the videos and reals I have...,47.6137693,-122.3286286065755
Bait Shop,4.5,Great spot in Cap Hill to grab some drinks and bar snacks with friends. I came here on a weekday night and was able to find seating almost immediately! The...,47.624656,-122.320616
Bait Shop,4.5,"Food - pretty good! We had fries, wings, and the elote. They had some vegetarian options which I appreciated. Drinks - AMAZING! The seasonal drinks were so...",47.624656,-122.320616
Bait Shop,4.5,This is the funnest bar in Seattle. I don't drink and I love this place. They do so many fun events and the staff is always friendly. They'll even let you...,47.624656,-122.320616
Gemini Room ,4.5,"Rad spot with sweet interior decor! While there are a handful of standard bar top tables and chairs, lots of the lounge seating is made up of an assortment...",47.61388,-122.31785
Gemini Room ,4.5,"Love the ambiance, great place for happy hour with friends after a long day at work! There was a bit of a mix up with the bill - my friend and I had asked...",47.61388,-122.31785
Gemini Room ,4.5,Super happy that tik tok brought this place on feed while I was staying in seattle! A cute swanky bar that has a plush Friends vibe with the comfy corner...,47.61388,-122.31785
Olmstead,4.0,"The chicken sandwich. IYKYK. 

The food, the atmosphere, the drinks. It's all fabulous. 

If you're looking for a good spot in Capitol Hill regardless of...",47.621564,-122.320628
Olmstead,4.0,"A group of friends and I were craving Shakshuka, so we Yelped a spot and were led here! This is a very cute spot for a quick snack or happy hour! We did not...",47.621564,-122.320628
Olmstead,4.0,"Came by for a quick evening happy hour.

Sat immediately at the bar with no wait. 

Ordered:
-rainier can $4
-icicle IPA $7
-titos shot $11
-HH draft $5
-HH...",47.621564,-122.320628
Life On Mars,4.0,"The cocktails here are super unique and the ambience is great. The service is on point too - friendly, helpful, and attentive without being pushy.

Two...",47.614232,-122.322399
Life On Mars,4.0,"The food was good, the drinks were also good, but later I realized we had been charged for an additional cocktail. Since no check is given to diners, we...",47.614232,-122.322399
Life On Mars,4.0,Ambiance is a 10/10 from me. When you walk in to the left is a huge comfy cozy sitting area with an entire wall of records. It feels like a cozy living room...,47.614232,-122.322399
Kamp Social House,4.5,Kamp is fantastic! The food is delicious and creative. The menu has both classics with a Kamp twist and unique dishes you can't find just anywhere....,47.6237494859767,-122.2962827
Kamp Social House,4.5,"Kamp is a top tier spot to go eat at. I went to drag brunch for my birthday and my experience was 5/5. Huge shoutout to the hosts, the cooks, the drag...",47.6237494859767,-122.2962827
Kamp Social House,4.5,"Love this place...love the ambiance, the service, and the food. We did family style and ordered the hanger steak, Mac & cheese, corn bread, and roasted...",47.6237494859767,-122.2962827
Bathtub Gin,4.0,"Love this place. It's super dark, which I kind of love. Service is good. I haven't ordered any food, but the drinks are nice. I'd recommend for a small...",47.6132,-122.34484
Bathtub Gin,4.0,"It's a bit difficult to find. 
PS: It's behind the alley. 

Personally, the place felt quite shady when we entered. 
The drinks were super hyped as well...",47.6132,-122.34484
Bathtub Gin,4.0,"Really cute intimate spot but 3 stars bc the drinks were not great for either of us. 

I loved the brick interior, the low lighting,  the small rooms but...",47.6132,-122.34484
Soju Anju Bar,4.0,Have been here multiple times and am just writing a review now! The vibes here are awesome; there's a an actual soju bar outside where your party can down...,47.615912,-122.31726
Soju Anju Bar,4.0,Went here with some friends and the vibe is cool. Definitely feels like a more authentic Korean bar than others I've been to in the city. The service was...,47.615912,-122.31726
Soju Anju Bar,4.0,"Not recommend -Why?
- Prices, who the hell they think they are ?! Too high
- Taste, nothing more then a dive bar ! Nothing good 
Even the beers have added...",47.615912,-122.31726
Harry's Bar,4.5,"5 Stars 

Huge portions, fresh food, tasty, and great customer service. Also, is a kid friendly place. 

Food Taste 5/5 
Portion Size 5/5 
Customer Service...",47.623754,-122.31245
Harry's Bar,4.5,"My two friends come here regularly but I've never been. They were stoked to introduce me to this neighborhood gem. Our server, Travis, was an absolute...",47.623754,-122.31245
Harry's Bar,4.5,"Best Pepperoni Pizza and an awesome Spanish Coffee in Seattle ! If you dont know now you know. A very cool awesome bar in Cap Hill, lots of locals hang out...",47.623754,-122.31245
Basecamp Cafe,5.0,"Very cute, spacious, and comfortable outdoor themed cafe with lots of inside and natural lighting. We wanted to find a place to concentrate to plan our...",47.6212,-122.32183
Basecamp Cafe,5.0,Coffee was good. It seemed like it had MCT oil in it but we didn't ask. The vibe is chill and mid cent modern mountain cabin furniture inside a modern...,47.6212,-122.32183
Basecamp Cafe,5.0,The coffee is delicious and reasonably priced (a lot cheaper than the rest of Seattle). Plenty of inside seating and room. People are so nice and friendly....,47.6212,-122.32183
Some Random Bar,4.5,I mean how do you not love this place! The menu is so creative. Love all the drink options. I ordered two cocktails (#CancunCruz and Pina Colata). Both were...,47.6155010022786,-122.349802245912
Some Random Bar,4.5,"2.75% service charge on credit cards. Instead of having deceptive pricing, just add that in to the price on the menu. 

Enough is enough with these nickel...",47.6155010022786,-122.349802245912
Some Random Bar,4.5,"If I were to open my own bar, it would be modeled after Some Random Bar. So far, it's my favorite place to grab a pour of whiskey in Seattle. The selection...",47.6155010022786,-122.349802245912
Monsoon Seattle,4.0,Went here with a good friend a few weeks ago and was pleasantly surprised with the taste of every dish we ordered. They had enough vegetarian options to...,47.62493,-122.3076
Monsoon Seattle,4.0,"I was really excited to give this place a try because I love vermicelli bowls and I am always on the search for the best one.

I ordered the lemongrass...",47.62493,-122.3076
Monsoon Seattle,4.0,I came here for dinner the other day and this place was fantastic. The service was incredible and this place is perfect for a celebration dinner. The...,47.62493,-122.3076
Single Shot,4.5,"Apparently this amazing place has existed for quite some time and I was just too naive to ever try it but it is WORTH every penny. Such amazing, creative,...",47.624687,-122.325476
Single Shot,4.5,Came on a Sunday at 11am and surprisingly it wasn't too busy when we got there but it quickly filled up shortly after. We had reservations so luckily there...,47.624687,-122.325476
Single Shot,4.5,"Hello, we come to this place for make a nice dinner night. Have business in Seattle and friend Paul at consulate tells us of the Single Shot. We are from...",47.624687,-122.325476
Americana,4.0,"Sometimes when my husband has errands, he occasionally offers to take me out somewhere new to eat. This was one of those days that I was really excited...",47.620582,-122.321255
Americana,4.0,Food was ok. I had the herbed omelette and my partner had the applesauce pancakes. It was good food but nothing to knock our socks off. They didn't have a...,47.620582,-122.321255
Americana,4.0,"I enjoy the brunch food at Americana very much. The Americana Benedict is a unique and savory joy, with poached eggs, Canadian bacon and Gouda over potato...",47.620582,-122.321255
The Hideout,4.0,"This lounge is super chill. Superb music selection that will have you Shazamming for your own playlist. The drinks are made artistically and professionally,...",47.60946,-122.32548
The Hideout,4.0,We came here on a Sunday night and was able to find street parking easily a few blocks away. It is hard to find from the outside if you don't where it is...,47.60946,-122.32548
The Hideout,4.0,Hip spot that looks unassuming from the outside. Loved all the cocktails we ordered and the art/decor that didn't take itself too seriously.,47.60946,-122.32548
Light Sleeper,4.0,"Interesting environment for tasting cocktails and wines. 

Not much service involved. Feeling like they were short labor. Only 2 server running whole night...",47.613677,-122.317745
Light Sleeper,4.0,I walk past Light Sleeper all the time with my dog and been curious to try it. We were finally able to hit it up the other night with some friends and I'm...,47.613677,-122.317745
Light Sleeper,4.0,"I came to light sleeper back in December on a weekday near close. I absolutely loved the ambiance. Plants, pickled vegetables, and a partially open kitchen...",47.613677,-122.317745
Smith,4.0,I think I just found my new favorite spot! I came in this morning which apparently was the launch of their new brunch menu and I am SO glad I didn't come a...,47.6214889,-122.312315
Smith,4.0,"I will go back for the chicken and waffles for sure.  Everything is tasty and reasonably (by 2023 Seattle standards) priced

Pleasant staff -and appropriate...",47.6214889,-122.312315
Smith,4.0,"I had heard really good things about the brunch. We went there to celebrate Fathers day and were really disappointed.

Servers were nice and friendly and...",47.6214889,-122.312315
Radiator Whiskey,4.5,"So I figured at a whiskey bar the food would be second to the drinks; I was wrong, and happy to be wrong. The drinks were really good, but the food was...",47.608949,-122.340599
Radiator Whiskey,4.5,"Really short review. Excellent service and well made cocktails. FOOD UNACCEPTABLE. 

The over salted food is quite literally inedible. We threw most of it...",47.608949,-122.340599
Radiator Whiskey,4.5,This place is a hidden Gem. Recommended by a colleague and friend inreally enjoyed checking this place out. Went alone. Was seated in a nice corner to dine....,47.608949,-122.340599
The BottleNeck Lounge,4.0,Sweet little lounge with mixologist grade cocktails.  We had alot of fun going on Derby Day when they indulged with a Derby themed party inviting clientele...,47.6199802,-122.3015917693777
The BottleNeck Lounge,4.0,"I don't like to leave bad reviews but I was just so bothered by this experience. 

So, I suggested this place to my friend based on reviews. It was jus me...",47.6199802,-122.3015917693777
The BottleNeck Lounge,4.0,I love this place and the burger place next door. And having those burgers with fancy cocktails next door. It's awesome! The bartenders are always awesome...,47.6199802,-122.3015917693777
Montana,4.0,Their pickle backs.. are a thing... I think the whiskey shut down my liver for a day or so and I think the pickle juice they served was actually just ocean...,47.6179347,-122.32635
Montana,4.0,"Title: A Disastrous Birthday Celebration Ruined by Montana Bar's False Accusations

Rating: 

Let me start by saying that my recent experience at the...",47.6179347,-122.32635
Montana,4.0,"This used to be my favorite bar in Seattle but my recent experience has hindered me from ever wanting to go back.

I lived in cap hill from 2010-2017 and I...",47.6179347,-122.32635
Corvus & Company,4.0,Corvus has great drinks and great food! The big dumpling energy Seoul chicken was really good - slightly spicy with great crunch!,47.6245199,-122.3213
Corvus & Company,4.0,"The food was awesome, the staff was amazing. It's a small cute restaurant/bar with a great vibe!",47.6245199,-122.3213
Corvus & Company,4.0,"Came here for drinks with a friend. I can see that's what people do here. The vibe is friendly, warm, and welcoming. The guy next to me gave the bartender...",47.6245199,-122.3213
The Roanoke,4.0,"I've driven past The Roanoake on my way to the main Capitol Hill area numerous times. The green, grassy exterior always intrigued me, almost like a Hobbit...",47.641732450909,-122.3203359042
The Roanoke,4.0,"This is a neat bar with an old, neighborhood, dive kind of feel all in a nice way. It's a good place to watch a game. They have great burgers and nachos....",47.641732450909,-122.3203359042
The Roanoke,4.0,"This is a neighborhood gem. Let the ivy clad walls lure you in and grab a strong drink at the bar. Don't worry if you don't drink, they have a solid food...",47.641732450909,-122.3203359042
Damn the Weather,4.0,"I came here after the first Thursday art walks in Pioneer Square around 8pm with no reservation and was able to grab a table for 5 after a short wait.

This...",47.6011167,-122.3340814
Damn the Weather,4.0,"Went to Damn the Weather after an afternoon exploring Pioneer Square. Unfortunately, the menu was quite small and we really couldn't find items we would...",47.6011167,-122.3340814
Damn the Weather,4.0,So I stopped in. Put our name on the 45 minute wait list. No big. I asked the hostess will you text me?  The answer: we will call you you and then text and...,47.6011167,-122.3340814
The Lookout Bar and Grill,3.5,"A buddy and I came here to grab drinks, so I can't speak towards their food. But right when I came in the place had a good, social vibe. The pricing on...",47.626681201439,-122.3267819487
The Lookout Bar and Grill,3.5,The food is great! The burger and the coconut shrimp are two of my favorites. Their breakfast sandwich is amazing and bottomless mimosas on the weekends are...,47.626681201439,-122.3267819487
The Lookout Bar and Grill,3.5,"Regrettably, my latest visit to The Lookout Bar and Grill was a letdown. I was overcharged significantly by a bartender named David, and my attempts to...",47.626681201439,-122.3267819487
Knee High Stocking,4.0,"I slid into the DMs of Knee High Stocking one Wednesday morning after hearing the Nudge Seattle suggest it, and they responded right away confirming my...",47.616978,-122.327395
Knee High Stocking,4.0,"It had been about 9yrs since last Knee High visit.  I used to really like their menu and drinks. I still pretty much do but things are different. 

First...",47.616978,-122.327395
Knee High Stocking,4.0,"Last year, I met my Brazilian teammate in-person for the first time. To my surprise, he was very interested in speakeasies and wanted to go to a few...",47.616978,-122.327395
re:public,4.0,Visited this restaurant during our stay in Seattle. We walked in about 20 mins after they opened so we were the only people there for our entire lunch. With...,47.62289,-122.33876
re:public,4.0,Never would I come here again. We came looking for a quick place to get drinks and food last saturday. It was pretty busy and the atmosphere was pretty good...,47.62289,-122.33876
re:public,4.0,"Decided to stop by today as the reviews looked good.

First of all, I will say the drinks were very good and extremely well made.

Food was was poor... we...",47.62289,-122.33876
Outer Planet Craft Brewing,4.5,One of my favorite micro breweries my husband and I stumbled across during our trip to Seattle. When we visited the had a very limited menu but we loved all...,47.6180229187012,-122.316505432129
Outer Planet Craft Brewing,4.5,A chill little watering hole in a laid back neighborhood. I dont actually know the neighborhood but I parked just a street away in front of a park for an...,47.6180229187012,-122.316505432129
Outer Planet Craft Brewing,4.5,Beer is great and the service is amazing. Would come back. Oh and beer is cheap AFFORDABLE,47.6180229187012,-122.316505432129
Pie Bar,4.0,"Literally came here twice during our trip because their pies are literally everything. It is very small space. A few tables and a bar. 

Service is very...",47.6168122,-122.3274386
Pie Bar,4.0,"this is probably one of my favorite dessert spots (noting that i don't have the biggest sweet tooth). a no frills, casual yet intimate space, it's the...",47.6168122,-122.3274386
Pie Bar,4.0,Came here with a friend for a post-dinner dessert on a Friday night around 8pm. We were greeted by someone outside who checked our IDs and then explained...,47.6168122,-122.3274386
ALTITUDE Sky Lounge,3.5,"Semaj, super lit guy. Was the server, and gave me the most excellent service. 5/5 is the max on Yelp but 11/10 is deserved",47.62106,-122.33689
ALTITUDE Sky Lounge,3.5,I have stayed at the Astra Hotel twice now this year. The rooftop bar is my favorite during my stays. The Seattle city view is amazing on the rooftop. It is...,47.62106,-122.33689
ALTITUDE Sky Lounge,3.5,"Okay this place is pretty cool but seriously lacking in food and drink. Let's start off with the vibes. The views here are amazing like expected, the inside...",47.62106,-122.33689
Cha Cha Lounge,3.0,This place is what the inside of my soul looks like. I absolutely love it! I bought a shirt from a vending machine!,47.61394,-122.31881
Cha Cha Lounge,3.0,"A cute little lounge right in the heart of Cap Hill, around the corner from Neumos. I stopped by on Friday night with some friends and it was a really nice...",47.61394,-122.31881
Cha Cha Lounge,3.0,Cha cha lounge is always a go-to me and my friends! We love the drinks and the ambiance is the best. I love the style and overall vibe there. It's a plus...,47.61394,-122.31881
The Stumbling Monk,4.0,Came into the Stumbling Monk on a Saturday night and pulled up a few stools at the bar. They had 5 beers on draft and wide variety of bottles. They...,47.61939,-122.32428
The Stumbling Monk,4.0,A cool lowkey bar in Cap Hill that specializes in Belgian beers. The bar is a little divey but has a cool and chill ambiance with fun decor (lamps on the...,47.61939,-122.32428
The Stumbling Monk,4.0,"What can I say, love Stumbling Monk, love Rob. Love the vibe.

There's like no other place that is open till 2 that can fit a group of 6+ on a Friday night....",47.61939,-122.32428
Nue,4.0,"The place is a nice, unpretentious establishment with great food and cocktails. 

They have a great international, eclectic menu. Service is good and quick....",47.61483,-122.3146
Nue,4.0,"Nue offers incredibly flavorful food that will leave your taste buds satisfied. However, one major challenge is finding parking in the area. With only...",47.61483,-122.3146
Nue,4.0,"nue is such an adorable restaurant with a chill hipster vibe. it's a super comfortable and casual spot for brunch. 

unfortunately, the food was not what i...",47.61483,-122.3146
Rachel's Ginger Beer - 12th Avenue,4.5,"There truly is nothing similar to Rachel's Ginger Beer with the quality, unique flavors, and variety of drinks! Whenever we visit Seattle, we make an effort...",47.615614820975004,-122.31662365648344
Rachel's Ginger Beer - 12th Avenue,4.5,"I recently had the pleasure of experiencing Rachel's Ginger Beer in Capitol Hill, and I must say, it was quite the experience.

First and foremost, the...",47.615614820975004,-122.31662365648344
Rachel's Ginger Beer - 12th Avenue,4.5,"The shop is super cute, artsy and definitely aesthetic! The staff are kind, and let you try the flavors before. The ginger beer is great, can't wait to try...",47.615614820975004,-122.31662365648344
Hillside Bar,4.0,"Nice spot for a quick round of drinks (or two :P)! 

A group of 5 of us, stopped by as we waited for our seats at Kedai Mekan. Helped us kill about 45...",47.61833,-122.326
Hillside Bar,4.0,"Went in, had three beers. Got kicked out because I was told I was too drunk, right after bartenders friends walked in. Bartender was taking shots with...",47.61833,-122.326
Hillside Bar,4.0,"An easy bar - dim lights, cheap(ish) beer, a pool table, music in the background - sometimes loud sometimes not. I love that it's not pretentious and it...",47.61833,-122.326
Belltown Provisions,4.5,Drinks themed after 2000s early 2010s indie music. Definitely caters to the young professional crowd. Really comfy couches and dark ambience. Solid...,47.61298202365982,-122.3443810454362
Belltown Provisions,4.5,"Walking around aimlessly around Seattle, looking for a place for pre-dinner drinks. Then I remembered I had bookmarked Belltown Provisions on Yelp! I'm so...",47.61298202365982,-122.3443810454362
Belltown Provisions,4.5,"We stumbled upon this place as we didn't want wait in line for a near by cocktail bar .

Great cocktails! We had their Neon Bible and a couple other...",47.61298202365982,-122.3443810454362
Summit Public House,4.0,"So there we were: me, my girlfriend and a fridge completely empty of drinks. It was snowing, the world was closing or closed and our options seemed bleak....",47.6244017760816,-122.325471593869
Summit Public House,4.0,"By no means are these the best tacos or even authentic tasting, but for $2 per (I think it's a Tuesday deal but not sure), they're good enough! It's...",47.6244017760816,-122.325471593869
Summit Public House,4.0,"Group of 4 in from central California, we landed here while waiting for pizza from next door. Great atmosphere, beer, and amazing tacos!! Taco Tuesday meant...",47.6244017760816,-122.325471593869
The White Swan Public House,4.0,First time visit for a spontaneous family dinner here as the Seattle weather was gorgeous and we were looking for a fun place to eat outside.  This little...,47.6288185119629,-122.331748962402
The White Swan Public House,4.0,"The old refrain of ""location, location, location"" applies ten-fold to the White Swan. Its patio is perched literally on the East Lake Union shores giving...",47.6288185119629,-122.331748962402
The White Swan Public House,4.0,The White Swam is tucked away close to the water and can be hard to miss but it's worth a visit. Unfortunately I missed the happy hour but the place seemed...,47.6288185119629,-122.331748962402
Marmite & Spirit In The Bottle,4.5,Walked past this place and thought we would give it a try.  Off the charts drinks and the food selection was very interesting.  Everyone loved what they...,47.6136581272692,-122.31771145016
Marmite & Spirit In The Bottle,4.5,I'm always on the lookout for up-and-coming bars in the Seattle area and bookmarked this place when I was searching for new bars in Cap Hill. I finally had...,47.6136581272692,-122.31771145016
Marmite & Spirit In The Bottle,4.5,"The blond fellow is, without a doubt, the best bartender in Seattle. His whiskey sour is exactly right, but he also can whip up a unique drink to your...",47.6136581272692,-122.31771145016
Five Iron Golf - Seattle,4.5,Started going a few months ago and after a couple trips in I signed up for membership. Great place to work on your game in off-season. Then took a lesson...,47.61481763188836,-122.3184079
Five Iron Golf - Seattle,4.5,"Five Iron Golf in Seattle is the perfect spot for golf enthusiasts to practice their swing, enjoy some food and drinks, and socialize with friends. The...",47.61481763188836,-122.3184079
Five Iron Golf - Seattle,4.5,"We've been into mini golf and virtual golf lately, it's nice to find indoor active activities that can be done on a cold wintery day. We've made it here a...",47.61481763188836,-122.3184079
Mini Bar Seattle,4.5,I am from Sacramento CA and I'm fairly new to Seattle. I have quite honestly had such a hard time finding a place that checks off all of my boxes. Food...,47.648519,-122.343357
Mini Bar Seattle,4.5,"Jane and her team are the nicest people I've ever met. Also their food is solid!! Most come here for their comfy vibes, yummy bites, and great drinks.

We...",47.648519,-122.343357
Mini Bar Seattle,4.5,Unassuming spot with the best food. Easiest parking is the paid lot. I think it's next to a laundromat because it smelled strongly of laundry detergent the...,47.648519,-122.343357
Hula Hula,3.5,This is such a funny little tiki karaoke bar. My friend and I came on a Monday night with no cover. The drinks are averagely priced here. The vibes inside...,47.61792,-122.32585
Hula Hula,3.5,This bar seems like a staple in the neighborhood. I visited with some coworkers and had a pretty good time. Bartenders are fast which I love and make a...,47.61792,-122.32585
Hula Hula,3.5,You can literally see all the action from the windows looking in. We were across the street looking for a bar and Hula Hula set ALL the vibes for the...,47.61792,-122.32585
Canon,4.0,Truly a gem of a bar. We loved this spot when visiting Seattle for my birthday. It has speakeasy ambiance without being one. Tons of different types of...,47.61127,-122.31657
Canon,4.0,"Ambiance was good. Service ok. Drinks - not great.

After having heard a lot about this place I was so excited to try this out tonight. As I'm staying away...",47.61127,-122.31657
Canon,4.0,"I'm obsessed with Canon. It's the perfect place to take someone coming from out of town. They have so many unique cocktails, in extremely interesting...",47.61127,-122.31657
The Carlile Room,4.0,Popped in for a later dinner since we got in later than expected due to a flight delay. Our party of 5 was seated immediately. No wait on a Friday night?!...,47.613536,-122.33246
The Carlile Room,4.0,"Meal was excellent although expensive.
Service was great. 
Worth coming back next time you're in Seattle.",47.613536,-122.33246
The Carlile Room,4.0,The good part? Everything!! It was all fantastic.  The bad part? I forgot to take pics of the food - it was too good to pause before devouring! (Which is...,47.613536,-122.33246
Havana,3.0,"Solid vibe! Great food! Amazing drinks!

Something about this place although there are many other places on the street. Too many amazing cocktails. The...",47.6141572208507,-122.319155166981
Havana,3.0,I was there yesterday pride Saturday. There was a short security guard at front that was checking ids and using metal detector.  I couldn't understand...,47.6141572208507,-122.319155166981
Havana,3.0,This club doesn't feel safe. Two fights broke out simultaneously and the patrons in general were very aggressive. The club feels like it belongs in Oakland...,47.6141572208507,-122.319155166981
El Lugar,4.5,I want this place to do SO WELL. I wish it were even closer to me so I could support it as much as I can. I love that you get options here too! Need some...,47.615404,-122.324038
El Lugar,4.5,"El Lugar is my happy place and I would recommend it to anyone. It's truly a hidden gem, perfect for a quick snack. Or if you're like me who doesn't mind...",47.615404,-122.324038
El Lugar,4.5,"Stopped into this Mexican grocery and bar bc extremely intrigued by very cute, very colorful, very aesthetic decor. Love how they chose to display all the...",47.615404,-122.324038
The Pharmacy,4.0,"3.5 stars

The Pharmacy is a lounge located downstairs from inside Temple Billiards. There are a variety of couches of different shapes and styles making...",47.5991768,-122.3334771
The Pharmacy,4.0,Cut and chill little basement speakeasy in Pioneer Square. Stopped by on here on the way to the Mariners game to pregame and we loved it. It also helped...,47.5991768,-122.3334771
The Pharmacy,4.0,"Low key speakeasy underneath a pool hall. Space is cozy with little nooks for privacy. Cocktails are cute and refreshing. We got:

- Grave flower: very sour...",47.5991768,-122.3334771
Post Pike Bar & Cafe,4.5,"My first time in Seattle and we stayed at Capitol Hill area, which is a cute area with a lot of great shops? Parks and restaurants within walking...",47.62046873476811,-122.3206427517393
Post Pike Bar & Cafe,4.5,"I went to Post Pike for a breakfast bagel, so the bar is for another time.

While things are a bit pricy, these are legit bagels - no Noah's Bagels here!...",47.62046873476811,-122.3206427517393
